Date;Open;High;Low;Close;Adj Close;Volume
01/08/1993;2999.399902;3436.800049;2970.399902;3360.199951;3360.196533;0
01/09/1993;3336.800049;3336.800049;3073.699951;3177.300049;3177.296875;0
01/10/1993;3177.300049;3482.699951;3157.399902;3449.600098;3449.59668;0
01/11/1993;3449.600098;3477.899902;3262.899902;3280.100098;3280.09668;0
01/12/1993;3301.899902;3634;3301.899902;3615.199951;3615.196289;0
01/01/1994;3615.199951;3980.5;3581;3980.5;3980.49585;0
01/02/1994;3954.399902;3970;3671.5;3739.699951;3739.696045;0
01/03/1994;3719.5;3784;3480.800049;3489.100098;3489.09668;0
01/04/1994;3485.600098;3618.699951;3293.800049;3520.699951;3520.696289;0
01/05/1994;3461.600098;3677.300049;3313.199951;3512.600098;3512.596436;0
01/06/1994;3502.5;3546.399902;3144.399902;3200.699951;3200.696777;0
01/07/1994;3200.699951;3364.399902;3076.100098;3364.199951;3364.196533;0
01/08/1994;3379.899902;3477.399902;3204.800049;3337;3336.996582;0
01/09/1994;3326.300049;3326.300049;3119.800049;3176.600098;3176.596924;0
01/10/1994;3156.300049;3294.300049;3056.300049;3194.5;3194.496826;0
01/11/1994;3169.199951;3341.5;3142.300049;3287.100098;3287.09668;0
01/12/1994;3281.199951;3336.800049;3017.699951;3087.699951;3087.696777;0
01/01/1995;3087.699951;3121.300049;2929.699951;3040.100098;3040.096924;0
01/02/1995;3054.199951;3174.100098;3002.199951;3024.5;3024.496826;0
01/03/1995;3024.5;3092.300049;2833.600098;2931.699951;2931.697021;0
01/04/1995;2931.699951;3107;2911.899902;3091.899902;3091.896729;0
01/05/1995;3119.300049;3348.800049;3119.300049;3226.5;3226.496826;0
01/06/1995;3240.5;3283.800049;3196;3219.100098;3219.096924;0
01/07/1995;3219.100098;3395.899902;3201.100098;3373.399902;3373.396484;0
01/08/1995;3375.899902;3542.5;3375.899902;3432.800049;3432.796631;0
01/09/1995;3432.800049;3546.600098;3328.5;3376.800049;3376.796631;0
01/10/1995;3376.800049;3387.899902;3162.199951;3277.300049;3277.296631;0
01/11/1995;3280.899902;3527.899902;3242.899902;3510.100098;3510.096436;0
01/12/1995;3520.5;3641.5;3509.199951;3630.800049;3630.796387;0
01/01/1996;3640;3768.100098;3629;3734.5;3734.496338;0
01/02/1996;3734.5;3916.300049;3611.800049;3915.5;3915.496094;0
01/03/1996;3915.5;3939.5;3634;3857.100098;3857.096191;0
01/04/1996;3857.100098;4139.799805;3830.199951;4082.899902;4082.895752;0
01/05/1996;4061;4189.799805;3980.600098;4111.700195;4111.695801;0
01/06/1996;4092.899902;4291.5;4064.600098;4264.100098;4264.095703;0
01/07/1996;4264.100098;4306.5;3890.600098;3979.399902;3979.395752;0
01/08/1996;3992.199951;4124.600098;3985.5;4025.5;4025.49585;0
01/09/1996;4025.5;4240.399902;3898.100098;4215.600098;4215.595703;0
01/10/1996;4215.600098;4413.799805;4208.700195;4306.700195;4306.695801;0
01/11/1996;4306.700195;4667.899902;4290;4667.799805;4667.794922;0
01/12/1996;4667.799805;5217.799805;4603.299805;5154.799805;5154.794434;0
01/01/1997;5097.5;5571.5;5011.399902;5327.399902;5327.394531;0
01/02/1997;5318.399902;5567.5;5263.799805;5305.399902;5305.394531;0
01/03/1997;5305.399902;5702.799805;5249;5424.299805;5424.294434;0
01/04/1997;5367.600098;5909.299805;5254.5;5909.299805;5909.293945;0
01/05/1997;5973.700195;6747.700195;5973.700195;6300.799805;6300.793457;0
01/06/1997;6300.799805;6989.799805;6180;6884.600098;6884.593262;0
01/07/1997;6884.600098;7222.299805;6640.899902;6810.899902;6810.893066;0
01/08/1997;6810.899902;6932.5;6500.200195;6532.299805;6532.292969;0
01/09/1997;6532.299805;7307.399902;6532.100098;7269.700195;7269.692871;0
01/10/1997;7269.700195;7335.100098;5403.5;6380.399902;6380.393555;0
01/11/1997;6419.899902;6953.5;6083.799805;6932.100098;6932.093262;0
01/12/1997;6990;7374.600098;6967.5;7255.399902;7255.392578;0
01/01/1998;7318.899902;8000.5;7235.200195;7959;7958.991699;0
01/02/1998;8030.200195;8903.599609;8003.5;8900.099609;8900.09082;0
01/03/1998;8923.299805;10407.79981;8779.299805;10209.09961;10209.08887;0
01/04/1998;10209.09961;10949.79981;9503.299805;10025.59961;10025.58984;0
01/05/1998;10163.2002;10527.7002;9590.799805;10005.7002;10005.69043;0
01/06/1998;10005.7002;10402.7002;9465.799805;10146.40039;10146.38965;0
01/07/1998;10180.79981;10989.79981;10180.79981;10493.7002;10493.68945;0
01/08/1998;10437.79981;10568.90039;7870;8264.700195;8264.691406;0
01/09/1998;8264.700195;8735.299805;7090.799805;7676.5;7676.492188;0
01/10/1998;7676.5;8814.299805;6869.700195;8800;8799.991211;0
01/11/1998;8928.299805;9981.900391;8789.099609;9645.5;9645.490234;0
01/12/1998;9469.400391;10054.90039;9002.799805;9836.599609;9836.589844;0
01/01/1999;9971.299805;10920.09961;8905.599609;9878.799805;9878.790039;0
01/02/1999;9941.599609;10275.29981;9363.700195;9997.299805;9997.290039;0
01/03/1999;9997.299805;10276.2002;9588.799805;9740.700195;9740.69043;0
01/04/1999;9826.900391;10239.09961;9605.299805;9975.400391;9975.390625;0
01/05/1999;9975.400391;10416.29981;9911.299805;10072.29981;10072.29004;0
01/06/1999;10072.29981;10484.40039;9981.400391;10218.59961;10218.58887;0
01/07/1999;10290;10555.59961;9234.200195;9391.900391;9391.890625;0
01/08/1999;9391.900391;10079.79981;9100.400391;9806.099609;9806.089844;0
01/09/1999;9850.200195;10117;9420.299805;9525.400391;9525.390625;0
01/10/1999;9525.400391;9835.5;9210.799805;9741.5;9741.490234;0
01/11/1999;9741.5;11022.79981;9697.700195;10958.09961;10958.08887;0
01/12/1999;10958.09961;11822.5;10901;11641.40039;11641.38867;0
01/01/2000;11641.40039;11881.79981;10770.5;10835.09961;10835.08887;0
01/02/2000;10840;12912.29981;10840;12585.79981;12585.78711;0
01/03/2000;12585.79981;12968.5;11633.79981;11935;11934.98828;0
01/04/2000;11935;11958.59961;10771.59961;11467.90039;11467.88867;0
01/05/2000;11569.2002;11974.40039;10211.29981;10688.5;10688.48926;0
01/06/2000;10688.5;11220.5;10351.40039;10581.29981;10581.28906;0
01/07/2000;10581.29981;11063.90039;10375;10531.59961;10531.58887;40551000
01/08/2000;10531.59961;11364.29981;10453;10884.7002;10884.68945;156112200
01/09/2000;10938.59961;11510.2002;10629.59961;10950;10949.98926;162510700
01/10/2000;10950;11304.59961;9826.599609;10363.09961;10363.08887;192952900
01/11/2000;10382.59961;10673.90039;9179.599609;9214.5;9214.490234;200312600
01/12/2000;9260.5;9902;8756.400391;9109.799805;9109.791016;143353500
01/01/2001;9109.799805;10219.5;8946.200195;10116;10115.99023;200839800
01/02/2001;10116;10168.29981;9231.599609;9551.400391;9551.390625;180419100
01/03/2001;9509;9963;8531.799805;9308.299805;9308.290039;213876100
01/04/2001;9308.299805;9904;8784.799805;9761;9760.990234;182414200
01/05/2001;9761;9854.599609;9370.599609;9500.700195;9500.69043;169280000
01/06/2001;9498.900391;9663.900391;8634.099609;8878.400391;8878.391602;163234500
01/07/2001;8878.400391;9104.900391;8074.5;8480;8479.991211;2038000
01/08/2001;8480;8684.900391;8083.799805;8321.099609;8321.09082;1633600
01/09/2001;8321.099609;8374.400391;6260.100098;7314;7313.992676;2064900
01/10/2001;7314;8176.600098;6925.899902;7774.299805;7774.291992;2613400
01/11/2001;7765;8742.700195;7602.700195;8364.700195;8364.691406;2377000
01/12/2001;8302.900391;8876;8099.5;8397.599609;8397.59082;1774200
01/01/2002;8397.599609;8608.5;7737.700195;8050.399902;8050.391602;2438700
01/02/2002;8067;8204.5;7628;8135.5;8135.491699;2139200
01/03/2002;8118.399902;8481.099609;8066;8249.700195;8249.691406;2072200
01/04/2002;8235.799805;8470.799805;7933.100098;8154.399902;8154.391602;2185000
01/05/2002;8202.200195;8229.700195;7788.100098;7949.899902;7949.89209;2235800
01/06/2002;7917.5;8016.799805;6433.600098;6913;6912.993164;2450200
01/07/2002;6851.399902;7165.100098;5824.200195;6249.299805;6249.293457;3371000
01/08/2002;6250.399902;6727.200195;5815.600098;6435.700195;6435.693848;2254600
01/09/2002;6433;6514.5;5293.5;5431.700195;5431.694824;2528200
01/10/2002;5477.200195;6262;5266.899902;6139.399902;6139.393555;3207400
01/11/2002;6271.700195;6766.799805;5978.600098;6685.600098;6685.593262;2388600
01/12/2002;6659.600098;6848.799805;5981.100098;6036.899902;6036.893555;2016000
01/01/2003;6050.600098;6645.5;5789.799805;5947.700195;5947.694336;2904400
01/02/2003;5989.399902;6186.899902;5741.899902;5999.399902;5999.394043;2360400
01/03/2003;6025.700195;6258.5;5447.700195;5870.5;5870.494141;3045600
01/04/2003;5900.799805;6674.700195;5893.299805;6489.5;6489.493652;2776200
01/05/2003;6471.899902;6578.100098;6177.799805;6508.5;6508.493164;2553000
01/06/2003;6551.5;7081.600098;6491.700195;6862;6861.993164;2897400
01/07/2003;6877.5;7067.899902;6735.299805;7061.700195;7061.692871;2803200
01/08/2003;7027.799805;7258.899902;6876.799805;7111.299805;7111.29248;1735600
01/09/2003;7156.399902;7315.399902;6664.700195;6703.600098;6703.593262;2679600
01/10/2003;6722.299805;7152.799805;6701.700195;7129.5;7129.492676;2638600
01/11/2003;7138.200195;7318.899902;7028.200195;7252.5;7252.492676;2380600
01/12/2003;7284.600098;7818;7280.899902;7737.200195;7737.192383;2344000
01/01/2004;7746.100098;8134.799805;7743.600098;7929.899902;7929.89209;2907600
01/02/2004;7937.200195;8350.900391;7869.600098;8249.400391;8249.391602;2691000
01/03/2004;8277.099609;8376;7659.299805;8018.100098;8018.091797;3463200
01/04/2004;8039.899902;8478;8016;8109.5;8109.491699;2475400
01/05/2004;8084.100098;8266;7605.700195;7959.299805;7959.291504;2980600
01/06/2004;7932.399902;8203.900391;7836.100098;8078.299805;8078.291504;2421800
01/07/2004;8095.799805;8141.5;7715.100098;7919.299805;7919.291992;2603800
01/08/2004;7880;7930.5;7538.700195;7869.5;7869.492188;2023200
01/09/2004;7894.799805;8131.200195;7893.799805;8029.200195;8029.191895;2650200
01/10/2004;8037.700195;8490.099609;8037.700195;8418.299805;8418.291016;3090400
01/11/2004;8468.099609;8784.099609;8440.599609;8693;8692.991211;3420400
01/12/2004;8676.5;9118.799805;8673.299805;9080.799805;9080.791016;2376600
01/01/2005;9085.200195;9224.599609;8907;9223.900391;9223.890625;2882800
01/02/2005;9218.900391;9647.700195;9193.599609;9391;9390.990234;3077400
01/03/2005;9372.200195;9581.799805;9158;9258.799805;9258.790039;2879600
01/04/2005;9254.700195;9442.200195;8938.900391;9001.599609;9001.59082;3126800
01/05/2005;9027.900391;9472.400391;9020.099609;9427.099609;9427.089844;2551200
01/06/2005;9455.400391;9815.5;9443;9783.200195;9783.19043;3044800
01/07/2005;9731;10162.40039;9399.299805;10115.59961;10115.58984;3318800
01/08/2005;10122.59961;10253.7002;9823.799805;10008.90039;10008.89063;2816200
01/09/2005;10049.90039;10851.40039;10048.40039;10813.90039;10813.88965;3718400
01/10/2005;10835.79981;10919.2002;10256;10493.79981;10493.78906;3663400
01/11/2005;10469.40039;10716.79981;10336.09961;10557.79981;10557.78906;3566800
01/12/2005;10580;10811.90039;10423.90039;10733.90039;10733.88965;2707000
01/01/2006;10725.79981;11112.09961;10611.09961;11104.29981;11104.28809;3675800
01/02/2006;11030.5;11840.09961;11030.09961;11740.7002;11740.68848;3597600
01/03/2006;11764.59961;11970;11566.79981;11854.29981;11854.28809;3757200
01/04/2006;11923.5;11975.5;11552.09961;11892.5;11892.48828;2667200
01/05/2006;11843.29981;12106;10918.29981;11340.5;11340.48828;4009000
01/06/2006;11327.7002;11585.29981;10744.2002;11548.09961;11548.08789;3704600
01/07/2006;11527.90039;11892.29981;11116;11818;11817.98828;2804600
01/08/2006;11806.90039;12200;11698.5;12144.7002;12144.6875;2345000
01/09/2006;12152.2002;13001.59961;11969.2002;12934.7002;12934.6875;3493200
01/10/2006;12937.2002;13773.5;12819.59961;13753;13752.98633;4128400
01/11/2006;13769.2002;14338;13652;13849.29981;13849.28613;4302400
01/12/2006;13910.5;14420.79981;13551.09961;14146.5;14146.48535;3066000
01/01/2007;14173.2002;14605.59961;14065.7002;14553.2002;14553.18555;4329600
01/02/2007;14637.5;14963.59961;14070.90039;14248.40039;14248.38574;4019400
01/03/2007;14228.59961;14730.40039;13602.40039;14641.7002;14641.68555;5543800
01/04/2007;14619.90039;15136.2002;14342;14374.59961;14374.58496;4147400
01/05/2007;14421.79981;15340.5;14176;15329.40039;15329.38477;4481400
01/06/2007;15330.40039;15543.79981;14582.40039;14892;14891.98535;5317600
01/07/2007;14790.79981;15297.2002;14378.7002;14802.40039;14802.38574;4294200
01/08/2007;14508.90039;15028.7002;13841.59961;14479.79981;14479.78516;4550000
01/09/2007;14517.7002;14704.5;13519.09961;14576.5;14576.48535;4565600
01/10/2007;14519;15897.29981;14443.90039;15890.5;15890.48438;5692400
01/11/2007;15864.09961;16040.40039;15165.09961;15759.90039;15759.88477;5746200
01/12/2007;15767.09961;15983.40039;15107.40039;15182.29981;15182.28418;3659400
01/01/2008;15101.90039;15186;11937.2002;13229;13228.98633;7936000
01/02/2008;13440.7002;13652.09961;12721.40039;13170.40039;13170.38672;6137000
01/03/2008;12998;13596.40039;12571.40039;13269;13268.98633;5641600
01/04/2008;13205.59961;14019.59961;13106.79981;13798.29981;13798.28613;4952800
01/05/2008;13916.2002;14301.29981;13397.90039;13600.90039;13600.88672;4088600
01/06/2008;13610.5;13612.09961;11874.5;12046.2002;12046.18848;5588400
01/07/2008;12028.5;12035.2002;10932.40039;11881.29981;11881.28809;6375400
01/08/2008;11719;12078.7002;11185.5;11707.29981;11707.28809;3607800
01/09/2008;11607.5;11936.29981;10571.09961;10987.5;10987.48926;6706200
01/10/2008;11064.29981;11441.5;7737.200195;9116;9115.991211;8630800
01/11/2008;9185.799805;9883.799805;7830.899902;8910.599609;8910.59082;5648400
01/12/2008;8914;9332.900391;8293.200195;9195.799805;9195.790039;4284400
01/01/2009;9262;9800;7981.700195;8450.400391;8450.391602;5082800
01/02/2009;8275.400391;8653.799805;7385;7620.899902;7620.89209;4921200
01/03/2009;7428.600098;8121.700195;6702.600098;7815;7814.992188;6333400
01/04/2009;7761.299805;9100.799805;7637.200195;9038;9037.991211;5942800
01/05/2009;9048.099609;9555.599609;8828.5;9424.299805;9424.290039;4983600
01/06/2009;9554.799805;9890.599609;9200.700195;9787.799805;9787.790039;5045800
01/07/2009;9798.099609;10932.90039;9241.200195;10855.09961;10855.08887;4715000
01/08/2009;10809.90039;11522.79981;10511.90039;11365.09961;11365.08789;3314600
01/09/2009;11434;11938.2002;10874.40039;11756.09961;11756.08789;4155000
01/10/2009;11766.59961;11960.40039;11268.5;11414.79981;11414.78809;4883000
01/11/2009;11354;12102.59961;11179.90039;11644.7002;11644.68848;3710400
01/12/2009;11746.2002;12070.90039;11468.7002;11940;11939.98828;3418800
01/01/2010;11986.5;12240.5;10821.2002;10947.7002;10947.68945;4322800
01/02/2010;10852.40039;11201.59961;9916.599609;10333.59961;10333.58887;5002200
01/03/2010;10434.7002;11190;10287.59961;10871.29981;10871.28906;4184200
01/04/2010;10950.40039;11566.09961;10077.90039;10492.2002;10492.18945;4806800
01/05/2010;10426.2002;10452.2002;8812.099609;9359.400391;9359.390625;7346800
01/06/2010;9282.200195;10209.5;8563.599609;9263.400391;9263.390625;5692800
01/07/2010;9041.700195;10788;8977.700195;10499.79981;10499.78906;4784200
01/08/2010;10535.40039;10953.09961;9773.799805;10187;10186.98926;1008385400
01/09/2010;10232.7002;10902.5;10170.09961;10514.5;10514.48926;3974524000
01/10/2010;10520.09961;11021.59961;10310.2002;10812.90039;10812.88965;4111587000
01/11/2010;10901.79981;10903.40039;9203.400391;9267.200195;9267.19043;6027089000
01/12/2010;9344.200195;10253.90039;9331.400391;9859.099609;9859.089844;4494834000
01/01/2011;9899.400391;10961.09961;9387.900391;10806;10805.98926;6049364000
01/02/2011;10886.2002;11165;10543.29981;10850.79981;10850.78906;4876608000
01/03/2011;10898.79981;10939.7002;10076.5;10576.5;10576.48926;6002825000
01/04/2011;10657.2002;10958.2002;10289.09961;10878.90039;10878.88965;4154179000
01/05/2011;10917.40039;10928.2002;10030.59961;10476;10475.98926;4360330000
01/06/2011;10506;10549;9758.5;10359.90039;10359.88965;4607256000
01/07/2011;10359.40039;10536.79981;9276.099609;9630.700195;9630.69043;5595492000
01/08/2011;9713;9752.299805;7767.299805;8718.599609;8718.59082;6303557000
01/09/2011;8748;8801.700195;7505.299805;8546.599609;8546.59082;5115628000
01/10/2011;8346.599609;9351;8065.100098;8954.900391;8954.891602;4462550000
01/11/2011;8775.400391;8800.900391;7601.200195;8449.5;8449.491211;4507031000
01/12/2011;8441;8844.200195;8120.899902;8566.299805;8566.291016;3628801000
01/01/2012;8739.200195;8746.599609;8233.799805;8509.200195;8509.191406;4510417000
01/02/2012;8558.599609;8967.400391;8429.099609;8465.900391;8465.891602;4208337000
01/03/2012;8442;8625.5;7866.399902;8008;8007.991699;5355500000
01/04/2012;8024.700195;8072.600098;6811.200195;7011;7010.992676;5615409600
01/05/2012;7100.899902;7175.700195;6012;6089.799805;6089.793457;6114999400
01/06/2012;6109.700195;7102.200195;5987.799805;7102.200195;7102.192871;5693913800
01/07/2012;7082.399902;7219.5;5905.299805;6738.100098;6738.093262;5652954800
01/08/2012;6715.200195;7645;6296.100098;7420.5;7420.492676;4072970600
01/09/2012;7398.5;8231;7351.200195;7708.5;7708.492188;3899291400
01/10/2012;7712.799805;8156.600098;7565.5;7842.899902;7842.89209;3578071600
01/11/2012;7807.100098;7995.899902;7490.600098;7934.600098;7934.592285;3647751800
01/12/2012;7963.399902;8345.400391;7670.799805;8167.5;8167.491699;4853621600
01/01/2013;8337.900391;8755.900391;8286.700195;8362.299805;8362.291016;5733507800
01/02/2013;8233.400391;8400.099609;7895.5;8230.299805;8230.291016;5653713600
01/03/2013;8220.5;8670.400391;7797.200195;7920;7919.992188;5649808400
01/04/2013;7917.600098;8524.200195;7716.100098;8419;8418.991211;5670217200
01/05/2013;8393.900391;8669.200195;8216.5;8320.599609;8320.59082;5287322600
01/06/2013;8266.599609;8430;7508.399902;7762.700195;7762.692383;5430677400
01/07/2013;7817;8480.099609;7612.799805;8433.400391;8433.391602;4662330800
01/08/2013;8466.299805;8828.099609;8275.900391;8290.5;8290.491211;3576983500
01/09/2013;8370.200195;9299.099609;8331.099609;9186.099609;9186.089844;4474030400
01/10/2013;9177.599609;10063.90039;9173.400391;9907.900391;9907.890625;5258081300
01/11/2013;9906.599609;10025.90039;9467;9837.599609;9837.589844;4235766900
01/12/2013;9838.200195;9949.799805;9232.099609;9916.700195;9916.69043;3872808400
01/01/2014;9923.599609;10552.7002;9716.5;9920.200195;9920.19043;7342758900
01/02/2014;9911.5;10269;9654.799805;10114.2002;10114.19043;5704183200
01/03/2014;9951.599609;10420.59961;9703.099609;10340.5;10340.48926;6251645900
01/04/2014;10368.09961;10705.09961;9984.299805;10459;10458.98926;5381212000
01/05/2014;10453.59961;10803.40039;10282.40039;10798.7002;10798.68945;5152915900
01/06/2014;10819;11249.40039;10667.2002;10923.5;10923.48926;4952030600
01/07/2014;10954.5;11100.2002;10423.59961;10707.2002;10707.18945;5479330000
01/08/2014;10682.79981;10883.79981;9946.900391;10728.79981;10728.78906;4219631700
01/09/2014;10749.2002;11191.79981;10625.5;10825.5;10825.48926;5169512400
01/10/2014;10793.90039;10889.29981;9370.5;10477.79981;10477.78906;7956271000
01/11/2014;10454.29981;10792.29981;10017.5;10770.7002;10770.68945;6358510000
01/12/2014;10700.59961;10928.29981;9661;10279.5;10279.48926;5890807900
01/01/2015;10386.7002;10716.90039;9610.099609;10403.29981;10403.28906;8138216700
01/02/2015;10396.59961;11184.5;10136.40039;11178.29981;11178.28809;6402043500
01/03/2015;11190.5;11618.29981;10858.40039;11521.09961;11521.08789;6722708900
01/04/2015;11482;11884.59961;11258;11385;11384.98828;6194675400
01/05/2015;11377.09961;11609.90039;10928.2002;11217.59961;11217.58789;4930278600
01/06/2015;11264.79981;11497.09961;10654.29981;10769.5;10769.48926;5883670100
01/07/2015;10857.7002;11612.59961;10324.29981;11180.7002;11180.68848;6289684200
01/08/2015;11180.59961;11330;9502.400391;10259;10258.98926;5883380300
01/09/2015;10136.09961;10193;9231.299805;9559.900391;9559.890625;6588833900
01/10/2015;9668.900391;10591.90039;9428.799805;10360.7002;10360.68945;5915543200
01/11/2015;10279.29981;10631.59961;10005.2002;10386.90039;10386.88965;5324798700
01/12/2015;10409.90039;10476.59961;9351.799805;9544.200195;9544.19043;5341517600
01/01/2016;9429.799805;9446.200195;8206;8815.799805;8815.791016;6521442400
01/02/2016;8849.299805;8896.5;7746.299805;8461.400391;8461.391602;7253261200
01/03/2016;8454.599609;9217.299805;8423.599609;8723.099609;8723.09082;6526789200
01/04/2016;8624.599609;9360.200195;8256.099609;9025.700195;9025.691406;6326431900
01/05/2016;9066.900391;9155.5;8563.900391;9034;9033.991211;5111866500
01/06/2016;9028.299805;9056.599609;7579.799805;8163.299805;8163.291504;7287876500
01/07/2016;8240.099609;8720.200195;7857.799805;8587.200195;8587.200195;5783994800
01/08/2016;8667.5;8780.700195;8229.400391;8716.799805;8716.799805;4054642300
01/09/2016;8746.299805;9135.799805;8543.099609;8779.400391;8779.400391;5474332500
01/10/2016;8759;9255.299805;8551.200195;9143.299805;9143.299805;5388041600
01/11/2016;9206.5;9214.099609;8558.5;8688.200195;8688.200195;6341923000
01/12/2016;8671.599609;9452.900391;8512.400391;9352.099609;9352.099609;5998465500
01/01/2017;9448.299805;9623.5;9279;9315.200195;9315.200195;5060206300
01/02/2017;9416;9614.599609;9236.599609;9555.5;9555.5;5155250400
01/03/2017;9618;10462.90039;9616.599609;10462.90039;10462.90039;6284978700
01/04/2017;10457.7002;10828.79981;10216.90039;10715.79981;10715.79981;5253032100
01/05/2017;10737.7002;11184.40039;10564.29981;10880;10880;6293560600
01/06/2017;10891.59961;11048;10433.2002;10444.5;10444.5;5108491700
01/07/2017;10507.59961;10704.29981;10368.09961;10502.2002;10502.2002;3877194500
01/08/2017;10613.40039;10758.2002;10134.29981;10299.5;10299.5;2684871400
01/09/2017;10328.79981;10410.2002;10087.59961;10381.5;10381.5;3231023100
01/10/2017;10262.29981;10570.5;9922.299805;10523.5;10523.5;4735176800
01/11/2017;10591.40039;10594.2002;9889.400391;10211;10211;3481066100
01/12/2017;10225.5;10380.29981;10028.7002;10043.90039;10043.90039;2851788200
01/01/2018;10089.59961;10643.40039;10017;10451.5;10451.5;3467187800
01/02/2018;10518.29981;10543.7002;9581.099609;9840.299805;9840.299805;3797575900
01/03/2018;9795.299805;9811.400391;9327.599609;9600.400391;9600.400391;3389121000
01/04/2018;9532.099609;9995.400391;9417.299805;9980.599609;9980.599609;2672263600
01/05/2018;9982.599609;10291.40039;9400.299805;9465.5;9465.5;4002713400
01/06/2018;9544.700195;9985.900391;9506.599609;9622.700195;9622.700195;3911454800
01/07/2018;9526.299805;9971.599609;9443.5;9870.700195;9870.700195;3418150700
01/08/2018;9871.099609;9902.299805;9339.5;9399.099609;9399.099609;3050450100
01/09/2018;9387.700195;9665.400391;9111.099609;9389.200195;9389.200195;3393043900
01/10/2018;9384.299805;9475.200195;8627.599609;8893.5;8893.5;4734801200
01/11/2018;8882.5;9232.299805;8829.599609;9077.200195;9077.200195;3559637300
01/12/2018;9239.799805;9262.099609;8286.200195;8539.900391;8539.900391;3502102800
01/01/2019;8448.299805;9225.400391;8354.799805;9056.700195;9056.700195;3330623000
01/02/2019;9058.599609;9293.099609;8826.5;9277.700195;9277.700195;3341982100
01/03/2019;9313.5;9532.900391;9106.799805;9240.299805;9240.299805;3728201100
01/04/2019;9304.799805;9588.200195;9269.700195;9570.599609;9570.599609;3280144200
01/05/2019;9545.5;9559.700195;8959.5;9004.200195;9004.200195;3353960600
01/06/2019;8945.700195;9332.5;8903.099609;9198.799805;9198.799805;3254319800
01/07/2019;9290.299805;9453;8946.700195;8971;8971;3500826800
01/08/2019;8947.599609;9038.200195;8409.200195;8812.900391;8812.900391;3585527500
01/09/2019;8810.799805;9257.299805;8772.799805;9244.599609;9244.599609;3963369200
01/10/2019;9277;9494.5;8850.599609;9257.5;9257.5;3728062800
01/11/2019;9293.099609;9482.5;9132.799805;9352;9352;3441821700
01/12/2019;9367.200195;9700.5;9110.099609;9549.200195;9549.200195;3051455700
01/01/2020;9639.099609;9709.900391;9357.799805;9367.900391;9367.900391;3315811500
01/02/2020;9404.400391;10100.2002;8582.700195;8723.200195;8723.200195;4255071000
01/03/2020;8910.200195;9014.299805;5814.5;6785.399902;6785.399902;8461280200
01/04/2020;6627.299805;7209.700195;6424.5;6922.299805;6922.299805;4461830400
01/05/2020;6767.700195;7244.5;6421.399902;7096.5;7096.5;5955083900
01/06/2020;7228.700195;7992.700195;7062.899902;7231.399902;7231.399902;8096492600
01/07/2020;7245.600098;7654.799805;6877.399902;6877.399902;6877.399902;4957069900
01/08/2020;6867.399902;7321.899902;6788.899902;6969.5;6969.5;3894889200
01/09/2020;7038.5;7159.600098;6552.299805;6716.600098;6716.600098;6278361100
01/10/2020;6789.100098;7024.600098;6329.5;6452.200195;6452.200195;4961102800
01/11/2020;6481.399902;8199.900391;6396.299805;8076.899902;8076.899902;7630817100
01/12/2020;8112.700195;8322.900391;7663.5;8073.700195;8073.700195;4869546400
01/01/2021;8191.799805;8439.700195;7713.5;7757.5;7757.5;4068253200
01/02/2021;7823;8387;7779.799805;8225;8225;4223921700
01/03/2021;8324.599609;8740.099609;8239.700195;8580;8580;4963591400
01/04/2021;8595.599609;8869.900391;8426.200195;8815;8815;3439180000
01/05/2021;8821.599609;9254.700195;8796.299805;9148.900391;9148.900391;3817060300
01/06/2021;9167.299805;9310.799805;8765.299805;8821.200195;8821.200195;3474504900
01/07/2021;8862.299805;8968.099609;8252.200195;8675.700195;8675.700195;3228649700
01/08/2021;8723.299805;9015.700195;8723.299805;8846.599609;8846.599609;2486258000
01/09/2021;8923.700195;9055.5;8551.200195;8796.299805;8796.299805;3918300700
01/10/2021;8693.400391;8927.400391;8654.799805;8775;8775;685466700
